video,sentence,start,end
AdDxgNZ7nC0-00_04_06.746-00_04_26.331.mp4,the apartment management team said they have evacuated all of the apartment 's residents and some pets and are helping them find a place to stay,00:04:06.746,00:04:26.331
AdDxgNZ7nC0-00_03_55.534-00_04_06.746.mp4,it also hit a parking garage slicing off at least five floors sending vehicles tumbling down,00:03:55.534,00:04:06.746
AdDxgNZ7nC0-00_03_45.925-00_03_55.534.mp4,the crane fell while severe storms with 70-mph winds were in the area,00:03:45.925,00:03:55.534
AdDxgNZ7nC0-00_03_42.921-00_03_45.925.mp4,five other people were injured,00:03:42.921,00:03:45.925
AdDxgNZ7nC0-00_05_22.855-00_05_28.661.mp4,it is possible the entire apartment will have to be demolished,00:05:22.855,00:05:28.661
AdDxgNZ7nC0-00_03_29.175-00_03_42.921.mp4,yesterday a crane in dallas texas fell on an apartment building and killed a 29-year-old woman who was inside an apartment,00:03:29.175,00:03:42.921
AdDxgNZ7nC0-00_07_17.170-00_07_26.745.mp4,many people including former president barack obama wished him a speedy recovery,00:07:17.170,00:07:26.745
AdDxgNZ7nC0-00_07_50.036-00_07_59.579.mp4,abc news said he veered off the road and crashed and died,00:07:50.036,00:07:59.579
AdDxgNZ7nC0-00_12_15.000-00_12_21.005.mp4,it was the largest gathering of wwii veterans in the state 's history,00:12:15.000,00:12:21.005
AdDxgNZ7nC0-00_12_08.193-00_12_15.000.mp4,their 75th anniversary for d-day was hosted in louisville kentucky last friday,00:12:08.193,00:12:15.000
AdDxgNZ7nC0-00_11_40.166-00_12_08.193.mp4,i ca n't wait to see all the men and women from world war ii ... and again to know we will be together again after the war 75 years ago ... which is very hard to believe,00:11:40.166,00:12:08.193
AdDxgNZ7nC0-00_11_23.883-00_11_38.697.mp4,last monday a non profit organization named honor flight bluegrass posted a video of a world war ii navy veteran norma lewis signing in a video,00:11:23.883,00:11:38.697
AdDxgNZ7nC0-00_11_09.201-00_11_18.144.mp4,congratulations to ali stroker and she will become an even more powerful voice for accessibility,00:11:09.201,00:11:18.144
AdDxgNZ7nC0-00_11_05.865-00_11_09.201.mp4,so there are still major accessibility issues,00:11:05.865,00:11:09.201
AdDxgNZ7nC0-00_10_57.071-00_11_05.865.mp4,won the best revival award stroker was n't able to join her cast onstage,00:10:57.071,00:11:05.865
AdDxgNZ7nC0-00_10_55.019-00_10_57.071.mp4,when oklahoma,00:10:55.019,00:10:57.071
AdDxgNZ7nC0-00_10_47.113-00_10_55.020.mp4,the stage for the tony awards did not have a wheelchair ramp,00:10:47.113,00:10:55.020
AdDxgNZ7nC0-00_07_32.117-00_07_50.036.mp4,yesterday in florida a 45-year-old man who was riding on his motorcycle on i-95 during a storm was struck by lightning on his helmet,00:07:32.117,00:07:50.036
AdDxgNZ7nC0-00_10_27.293-00_10_47.113.mp4,she said she wants theater owners and producers to think about how they can make sure their backstage areas are accessible to performers with disabilities,00:10:27.293,00:10:47.113
AdDxgNZ7nC0-00_10_04.370-00_10_14.913.mp4,the new york times said she lost the use of her legs in a car accident when she was 2,00:10:04.370,00:10:14.913
AdDxgNZ7nC0-00_10_00.799-00_10_04.370.mp4,stroker is 31,00:10:00.799,00:10:04.370
AdDxgNZ7nC0-00_09_42.581-00_09_52.524.mp4,deaf west theatre recognized her in a facebook post saying she led the way as always,00:09:42.581,00:09:52.524
AdDxgNZ7nC0-00_09_21.460-00_09_42.581.mp4,stroker is known to the deaf community because she had a role on deaf west's spring awakening a broadway revival that had a successful run with multiple deaf actors,00:09:21.460,00:09:42.581
AdDxgNZ7nC0-00_09_01.740-00_09_21.460.mp4,last night ali stroker became the first person who uses a wheelchair to win a tony award for her role on a broadway revival of the musical oklahoma,00:09:01.740,00:09:21.460
AdDxgNZ7nC0-00_08_28.841-00_08_42.455.mp4,an image of i-95 shows emergency responders and what appears to be a fallen motorcycle in a grassy median,00:08:28.841,00:08:42.455
AdDxgNZ7nC0-00_08_22.334-00_08_28.841.mp4,an off duty virginia state trooper saw the lightning strike,00:08:22.334,00:08:28.841
AdDxgNZ7nC0-00_08_19.064-00_08_22.334.mp4,the man was from north carolina,00:08:19.064,00:08:22.334
AdDxgNZ7nC0-00_07_59.579-00_08_07.220.mp4,the florida highway patrol posted an image of the man 's cracked motorcycle helmet,00:07:59.579,00:08:07.220
AdDxgNZ7nC0-00_10_14.913-00_10_27.293.mp4,she said her award is for every kid watching tonight who has a disability that they are represented,00:10:14.913,00:10:27.293
AdDxgNZ7nC0-00_12_21.005-00_12_26.378.mp4,the youngest veteran was 91 and the oldest was 103,00:12:21.005,00:12:26.378
AdDxgNZ7nC0-00_03_16.695-00_03_23.902.mp4,the protests were mostly peaceful but there were clashes with police,00:03:16.695,00:03:23.902
AdDxgNZ7nC0-00_02_45.965-00_02_57.310.mp4,hongkongers are concerned that china will abuse their authority and jail people for political reasons,00:02:45.965,00:02:57.310
tI2WCkbd9L8-00_04_58.380-00_05_16.608.mp4,a major concern about undercounting is that it will cause other countries to not be prepared or make incorrect predictions on the impact of the virus,00:04:58.380,00:05:16.608
tI2WCkbd9L8-00_04_45.744-00_04_58.380.mp4,the report said there are some officials in china who are afraid that they will be punished if they report numbers that are considered too high,00:04:45.744,00:04:58.380
tI2WCkbd9L8-00_04_23.680-00_04_45.744.mp4,the new york times also reported that the cia has told white house officials that china is undercounting the number of infections and deaths from covid-19,00:04:23.680,00:04:45.744
tI2WCkbd9L8-00_04_16.630-00_04_23.680.mp4,so it is encouraged to wear some kind of face covering to prevent the spread of coronavirus,00:04:16.630,00:04:23.680
tI2WCkbd9L8-00_04_03.742-00_04_16.630.mp4,this is a reversal from a previous cdc guideline that people should not wear masks unless they are sick and coughing,00:04:03.742,00:04:16.630
tI2WCkbd9L8-00_03_40.804-00_04_03.742.mp4,the new york times reported that the cdc is expected to announce that all americans who go out in public should wear cloth masks or other face coverings,00:03:40.804,00:04:03.742
tI2WCkbd9L8-00_03_34.840-00_03_40.804.mp4,moreno was arrested by a police officer who witnessed the crash,00:03:34.840,00:03:40.804
tI2WCkbd9L8-00_03_33.003-00_03_34.840.mp4,no one was injured,00:03:33.003,00:03:34.840
tI2WCkbd9L8-00_03_22.034-00_03_33.003.mp4,the train charged through several barriers and stopped 250 yards away from the ship,00:03:22.034,00:03:33.003
tI2WCkbd9L8-00_05_16.608-00_05_39.673.mp4,dr. anthony fauci warned today that the threat of the coronavirus resurging would continue until a vaccine is approved,00:05:16.608,00:05:39.673
tI2WCkbd9L8-00_03_07.312-00_03_22.034.mp4,news pictures and videos showed a pacific harbor line train crashed at the end of the track,00:03:07.312,00:03:22.034
tI2WCkbd9L8-00_02_53.256-00_03_00.389.mp4,his name is eduardo moreno 44,00:02:53.256,00:03:00.389
tI2WCkbd9L8-00_02_11.840-00_02_53.256.mp4,cnn reported that a train engineer in los angeles admitted to purposefully derailing a train near a navy hospital ship usns mercy because he was suspicious of the ship and believed that it was part of some kind of government conspiracy,00:02:11.840,00:02:53.256
tI2WCkbd9L8-00_01_52.528-00_02_11.840.mp4,the general election campaign season will kick off after the conventions with the election on november but it feels like everything is unpredictable with the coronavirus pandemic,00:01:52.528,00:02:11.840
tI2WCkbd9L8-00_01_42.394-00_01_52.528.mp4,donald trump has already clinched the republican nomination but it will be official for him then,00:01:42.394,00:01:52.528
tI2WCkbd9L8-00_01_35.262-00_01_42.394.mp4,the republican national convention is scheduled for the august 24 week,00:01:35.262,00:01:42.394
tI2WCkbd9L8-00_01_19.537-00_01_35.262.mp4,the convention is important because it will be when the democratic candidate for president either joe biden or bernie sanders is officially nominated,00:01:19.537,00:01:35.262
tI2WCkbd9L8-00_00_57.057-00_01_19.537.mp4,politico reported that the democratic national committee announced they would postpone their convention in milwaukee from their original date in july to the august 17 week because of coronavirus,00:00:57.057,00:01:19.537
tI2WCkbd9L8-00_00_43.000-00_00_57.057.mp4,axios reported that it is likely that 3.5 million people lost their employer health insurance coverage,00:00:43.000,00:00:57.057
tI2WCkbd9L8-00_00_33.951-00_00_43.000.mp4,so we are at a point where about 10 million people have lost employment because of coronavirus,00:00:33.951,00:00:43.000
tI2WCkbd9L8-00_03_00.389-00_03_07.312.mp4,he is charged with one count of train wrecking,00:03:00.389,00:03:07.312
AdDxgNZ7nC0-00_02_57.310-00_03_16.695.mp4,china said they need this law to close legal loopholes for example to prevent people from committing a crime in china and then going across the border to hide in hong kong,00:02:57.310,00:03:16.695
tI2WCkbd9L8-00_05_39.673-00_05_48.764.mp4,that process which started last month could take 12 to 18 months,00:05:39.673,00:05:48.764
tI2WCkbd9L8-00_06_06.449-00_06_24.509.mp4,abc news reported that the fda is loosening several restrictions that prevented gay men from donating blood,00:06:06.449,00:06:24.509
AdDxgNZ7nC0-00_02_32.384-00_02_45.965.mp4,hong kong is a territory of china but has independent control of its own land and people,00:02:32.384,00:02:45.965
AdDxgNZ7nC0-00_02_04.090-00_02_32.384.mp4,"the second news there were between 250,000 to a million protesters in hong kong who spoke out against a proposed law that would allow china 's government to extradite people from hong kong to face trial",00:02:04.090,00:02:32.384
AdDxgNZ7nC0-00_01_46.239-00_02_04.090.mp4,trump tweeted today that a part of the deal requires a vote by mexico 's legislature and that if it fails he would reinstate the tariffs,00:01:46.239,00:02:04.090
AdDxgNZ7nC0-00_01_31.524-00_01_46.239.mp4,mexico said it is their goal to stop the flow of asylum seekers and if they are not successful they will consider other steps,00:01:31.524,00:01:46.239
AdDxgNZ7nC0-00_01_04.197-00_01_31.524.mp4,mexico 's foreign minister marcelo ebrard said they will also allow migrants seeking asylum in the u.s. to stay in mexico while they wait for u.s. immigration court hearings,00:01:04.197,00:01:31.524
AdDxgNZ7nC0-00_00_43.276-00_01_04.197.mp4,"mexico will send 6,000 national guard troops across the country with a focus on its southern border with guatemala to try and control the flow of migrants",00:00:43.276,00:01:04.197
AdDxgNZ7nC0-00_00_19.719-00_00_43.276.mp4,the first on friday president trump announced that he has reached an immigration and security deal with mexico and that he would pull back from his threat of tariffs of 5% that would have started today,00:00:19.719,00:00:43.276
AdDxgNZ7nC0-00_00_15.080-00_00_19.719.mp4,here are two world news briefs from the weekend,00:00:15.080,00:00:19.719
AdDxgNZ7nC0-00_00_08.970-00_00_10.477.mp4,ready for news,00:00:08.970,00:00:10.477
tI2WCkbd9L8-00_05_48.764-00_06_06.449.mp4,in separate but related news there are reports that dr. fauci 's security detail is stepped up due to him receiving threats from people who do not like him,00:05:48.764,00:06:06.449
AdDxgNZ7nC0-00_00_06.897-00_00_08.970.mp4,"it is monday, june 10",00:00:06.897,00:00:08.970
tI2WCkbd9L8-00_08_11.408-00_08_13.451.mp4,captioned by aslcaptions.com,00:08:11.408,00:08:13.451
tI2WCkbd9L8-00_08_02.023-00_08_11.408.mp4,"the u.s. has the highest amount of confirmed cases at over 238,000",00:08:02.023,00:08:11.408
tI2WCkbd9L8-00_07_54.848-00_08_02.023.mp4,"over 200,000 have recovered while over 50,000 have died",00:07:54.848,00:08:02.023
tI2WCkbd9L8-00_07_43.713-00_07_54.848.mp4,as of 5:30 this afternoon there are over a million confirmed cases of covid-19 in the world,00:07:43.713,00:07:54.848
tI2WCkbd9L8-00_07_17.019-00_07_43.713.mp4,the human rights campaign a large lgbtq advocacy organization said this was progress but that there is more work to be done because the prohibitions were based on fear and bias rather than on science,00:07:17.019,00:07:43.713
tI2WCkbd9L8-00_07_09.303-00_07_17.019.mp4,this move is a response to a shortage of blood donations across the u.s.,00:07:09.303,00:07:17.019
tI2WCkbd9L8-00_06_57.750-00_07_09.303.mp4,there is another restriction that is loosened from 12 months to 3 months for those who had tattoos or piercings,00:06:57.750,00:07:09.303
tI2WCkbd9L8-00_06_44.946-00_06_57.750.mp4,the fda said the changes would be in effect immediately and continue until after the covid-19 pandemic ends,00:06:44.946,00:06:57.750
tI2WCkbd9L8-00_06_24.509-00_06_44.946.mp4,previously men who said they had sex with another man in the past 12 months were not allowed to donate blood but now that 's cut down to three months,00:06:24.509,00:06:44.946
AdDxgNZ7nC0-00_00_03.870-00_00_06.897.mp4,hello welcome to the daily moth,00:00:03.870,00:00:06.897
tI2WCkbd9L8-00_00_25.567-00_00_33.951.mp4,this is on top of the 3.3 million who filed unemployment claims two weeks ago,00:00:25.567,00:00:33.951
AdDxgNZ7nC0-00_12_26.378-00_12_33.485.mp4,lewis 96 was one of the few women to volunteer to serve the wwii,00:12:26.378,00:12:33.485
AdDxgNZ7nC0-00_12_58.309-00_13_02.248.mp4,the daily moth reached out to lewis for an interview,00:12:58.309,00:13:02.248
CUIp1T0qhWs-00_00_34.826-00_00_42.584.mp4,when i watched a 90-second clip of the highlights it was all goals,00:00:34.826,00:00:42.584
CUIp1T0qhWs-00_00_27.818-00_00_34.826.mp4,alex morgan scored 5 goals,00:00:27.818,00:00:34.826
CUIp1T0qhWs-00_00_17.307-00_00_27.818.mp4,the first yesterday the u.s. women's world cup team beat thailand 13-0,00:00:17.307,00:00:27.818
CUIp1T0qhWs-00_00_13.804-00_00_17.307.mp4,here are three top news briefs,00:00:13.804,00:00:17.307
CUIp1T0qhWs-00_00_08.307-00_00_10.259.mp4,ready for the news,00:00:08.307,00:00:10.259
CUIp1T0qhWs-00_00_05.964-00_00_08.307.mp4,"it s wednesday, june 12",00:00:05.964,00:00:08.307
CUIp1T0qhWs-00_00_03.253-00_00_05.964.mp4,hello welcome to the daily moth,00:00:03.253,00:00:05.964
JubapwGjwHU-00_04_14.587-00_04_16.223.mp4,captioned by aslcaptions.com,00:04:14.587,00:04:16.223
JubapwGjwHU-00_04_06.513-00_04_14.587.mp4,the individual said at wvsdb there are no deaf people in the deaf school 's administration,00:04:06.513,00:04:14.587
CUIp1T0qhWs-00_00_42.584-00_00_52.719.mp4,nbc news said it is the largest margin of victory in fifa world cup history for both women and men,00:00:42.584,00:00:52.719
JubapwGjwHU-00_04_03.276-00_04_06.513.mp4,will it happen again,00:04:03.276,00:04:06.513
JubapwGjwHU-00_03_43.924-00_03_46.225.mp4,they knew nothing,00:03:43.924,00:03:46.225
JubapwGjwHU-00_03_34.647-00_03_43.924.mp4,the individual from the school said they do not know who the other applicants were or whether they were deaf blind or hearing,00:03:34.647,00:03:43.924
JubapwGjwHU-00_03_24.704-00_03_34.647.mp4,the state searched for a permanent superintendent and appointed cochran but he 's stepped down,00:03:24.704,00:03:34.647
JubapwGjwHU-00_03_11.991-00_03_24.704.mp4,the state appointed the school 's finance director and blind school principal to lead wvsdb,00:03:11.991,00:03:24.704
JubapwGjwHU-00_02_55.342-00_03_11.991.mp4,wvsdb once had a deaf superintendent dr. martin keller but he was fired in november 2017 after two years in a controversial decision,00:02:55.342,00:03:11.991
JubapwGjwHU-00_02_33.086-00_02_38.324.mp4,the individual said it felt like a slap in the face,00:02:33.086,00:02:38.324
JubapwGjwHU-00_02_18.270-00_02_33.086.mp4,the individual questioned how cochran would lead the school if he did not know the culture pointing out that he does n't know asl or braille,00:02:18.270,00:02:33.086
JubapwGjwHU-00_02_03.123-00_02_18.270.mp4,the individual said they felt the state said here is your boss without providing transparency in their process,00:02:03.123,00:02:18.270
JubapwGjwHU-00_01_35.695-00_02_03.123.mp4,the individual from the school said nobody from the school neither the blind and the deaf programs were involved in hiring of the superintendent that the application screening and the interviews all happened several hours away at the state capital in charleston,00:01:35.695,00:02:03.123
JubapwGjwHU-00_03_46.225-00_04_03.276.mp4,after cochran stepped down the individual said they are worried about the process because the state has already appointed superintendents without contacting or asking for involvement from the deaf or blind communities,00:03:46.225,00:04:03.276
JubapwGjwHU-00_01_30.424-00_01_35.695.mp4,i also followed up with them after the news and will share what they said,00:01:30.424,00:01:35.695
CUIp1T0qhWs-00_00_52.719-00_00_58.182.mp4,usa 's next match is against chile on sunday,00:00:52.719,00:00:58.182
CUIp1T0qhWs-00_01_20.914-00_01_37.513.mp4,the second news the dallas apartment that was damaged by a falling crane is considered unlivable in the near future and all residents will have to find other places to live,00:01:20.914,00:01:37.513
CUIp1T0qhWs-00_06_22.130-00_06_33.600.mp4,the new york post said it appears the bill has enough support in both the house and senate,00:06:22.130,00:06:33.600
CUIp1T0qhWs-00_05_56.480-00_06_22.130.mp4,the bill if passed in the u.s. legislature and signed in law by president trump would extend the fund to 2090 and end a limit on filing claims in five-year periods,00:05:56.480,00:06:22.130
CUIp1T0qhWs-00_05_47.512-00_05_56.480.mp4,stewart said lawmakers who did not show up should be ashamed of themselves,00:05:47.512,00:05:56.480
CUIp1T0qhWs-00_05_39.422-00_05_47.512.mp4,his emotional comments went viral and received a lot of support,00:05:39.422,00:05:47.512
CUIp1T0qhWs-00_04_51.415-00_05_39.422.mp4,the first yesterday former the daily show host jon stewart appeared before a house judiciary committee and gave an emotional testimony to show his disappointment at lawmakers lack of action and support for the 9/11 compensation fund to help healthcare costs for 9/11 first responders who became ill in some cases with cancer after breathing in toxic fumes,00:04:51.415,00:05:39.422
CUIp1T0qhWs-00_04_47.911-00_04_51.415.mp4,here are two political news briefs,00:04:47.911,00:04:51.415
CUIp1T0qhWs-00_04_28.059-00_04_42.740.mp4,ethan told nbc news that he is motivated to catch predators because a female friend of his was molested as a child,00:04:28.059,00:04:42.740
CUIp1T0qhWs-00_04_22.971-00_04_28.059.mp4,he is on paid administrative leave with the police department,00:04:22.971,00:04:28.059
CUIp1T0qhWs-00_04_13.586-00_04_22.971.mp4,he was arrested last week on suspicion of contacting a minor to commit a felony,00:04:13.586,00:04:22.971
CUIp1T0qhWs-00_00_58.182-00_01_20.914.mp4,there was some criticism for the team celebrating goals after the score was already 9 0 but players said they ca n't help but to be excited and explained that goal differential is important in the tournament,00:00:58.182,00:01:20.914
CUIp1T0qhWs-00_03_57.778-00_04_13.586.mp4,ethan reported it to the san mateo police department who searched davies devices and home after getting a warrant,00:03:57.778,00:04:13.586
CUIp1T0qhWs-00_03_36.341-00_03_44.431.mp4,they moved their conversation to another app kik then to snapchat,00:03:36.341,00:03:44.431
CUIp1T0qhWs-00_03_23.620-00_03_36.341.mp4,a male user who is a san mateo police officer robert davies 40 contacted him,00:03:23.620,00:03:36.341
CUIp1T0qhWs-00_02_52.881-00_03_23.620.mp4,a 20-year-old male college student from california ethan wanted to catch sexual predators online so he used a snapchat gender switch filter to change his appearance into a woman and posed on tinder as esther,00:02:52.881,00:03:23.620
CUIp1T0qhWs-00_02_33.735-00_02_45.622.mp4,this has forced hong kong's legislature to delay a debate and request heavy security to protect their building,00:02:33.735,00:02:45.622
CUIp1T0qhWs-00_02_15.384-00_02_33.735.mp4,this is about a controversial extradition bill that would allow china to bring a hongkonger accused of a crime to the country to face trial,00:02:15.384,00:02:33.735
CUIp1T0qhWs-00_01_59.661-00_02_15.384.mp4,the third news police and protesters clashed in hong kong with tear gas rubber bullets and bricks thrown at each other,00:01:59.661,00:02:15.384
CUIp1T0qhWs-00_01_53.862-00_01_59.661.mp4,some residents were not allowed to go in their apartments to retrieve their things,00:01:53.862,00:01:59.661
CUIp1T0qhWs-00_01_45.480-00_01_53.862.mp4,the crane was from a construction project across the street and is still inside the building,00:01:45.480,00:01:53.862
CUIp1T0qhWs-00_01_37.513-00_01_45.480.mp4,leaseholders will get some financial help from the apartment management,00:01:37.513,00:01:45.480
CUIp1T0qhWs-00_03_44.431-00_03_57.778.mp4,ethan said she was 16 years old but it did n't stop davies from trying to arrange a meeting with sexual activity,00:03:44.431,00:03:57.778
AdDxgNZ7nC0-00_12_33.485-00_12_42.293.mp4,to honor for her service she got to ride in a b-25 plane for 20 minutes with 20 other veterans,00:12:33.485,00:12:42.293
JubapwGjwHU-00_01_20.246-00_01_30.424.mp4,this conversation was before news broke this afternoon that cochran backed out but i will still share what the individual said,00:01:20.246,00:01:30.424
JubapwGjwHU-00_01_04.397-00_01_08.534.mp4,he was chosen over 9 other candidates,00:01:04.397,00:01:08.534
AdDxgNZ7nC0-00_15_32.730-00_15_39.571.mp4,thank you lewis for your service in not only the military but in our deaf community as well,00:15:32.730,00:15:39.571
AdDxgNZ7nC0-00_15_16.181-00_15_32.730.mp4,when honor flight bluegrass posted the video of her many interpreters and deaf people commented on how they valued lewis contribution to our community,00:15:16.181,00:15:32.730
AdDxgNZ7nC0-00_15_06.171-00_15_16.181.mp4,lewis mentioned that she wants the world to know that deaf people are just like every else and everyone should value deaf people equally,00:15:06.171,00:15:16.181
AdDxgNZ7nC0-00_15_01.267-00_15_06.171.mp4,we also asked if there was anything she would like to share with us,00:15:01.267,00:15:06.171
AdDxgNZ7nC0-00_14_58.831-00_15_01.267.mp4,she said she did not,00:14:58.831,00:15:01.267
AdDxgNZ7nC0-00_14_52.825-00_14_58.831.mp4,we were curious if lewis did meet any deaf people during her 3 years of service,00:14:52.825,00:14:58.831
AdDxgNZ7nC0-00_14_50.522-00_14_52.825.mp4,thank you kelly for sharing,00:14:50.522,00:14:52.825
AdDxgNZ7nC0-00_14_23.528-00_14_31.870.mp4,one of lewis close friends kelly peace shared a few words about lewis,00:14:23.528,00:14:31.870
AdDxgNZ7nC0-00_14_12.384-00_14_23.528.mp4,eventually lewis became a certified interpreter and served the deaf community for many years,00:14:12.384,00:14:23.528
AdDxgNZ7nC0-00_15_45.043-00_15_48.614.mp4,here are three deaf news briefs,00:15:45.043,00:15:48.614
AdDxgNZ7nC0-00_14_06.312-00_14_12.384.mp4,after her service she immediately jumped back in the deaf community,00:14:06.312,00:14:12.384
AdDxgNZ7nC0-00_13_51.029-00_14_01.740.mp4,she was part of the intelligence group that was responsible to detect german subs off the coast,00:13:51.029,00:14:01.740
AdDxgNZ7nC0-00_13_44.822-00_13_51.029.mp4,lewis served the navy in the south carolina base during the wwii,00:13:44.822,00:13:51.029
AdDxgNZ7nC0-00_13_36.014-00_13_44.822.mp4,when lewis grew up she and her sister wanted to serve the country so they applied for the military,00:13:36.014,00:13:44.822
AdDxgNZ7nC0-00_13_29.642-00_13_36.014.mp4,lewis learned sign language through interaction,00:13:29.642,00:13:36.014
AdDxgNZ7nC0-00_13_25.270-00_13_29.642.mp4,she grew up interacting with the deaf community,00:13:25.270,00:13:29.642
AdDxgNZ7nC0-00_13_21.533-00_13_25.270.mp4,she called herself an in house interpreter,00:13:21.533,00:13:25.270
AdDxgNZ7nC0-00_13_18.264-00_13_21.533.mp4,she grew up with a deaf aunt and uncle,00:13:18.264,00:13:21.533
AdDxgNZ7nC0-00_13_13.958-00_13_18.264.mp4,lewis shared her story about how she knew sign language,00:13:13.958,00:13:18.264
AdDxgNZ7nC0-00_13_02.248-00_13_13.958.mp4,the interview was taken through convo relay service as a landline phone was only available for her to speak through,00:13:02.248,00:13:13.958
AdDxgNZ7nC0-00_14_01.740-00_14_06.312.mp4,she served in the navy for 3 years before returning back home,00:14:01.740,00:14:06.312
JubapwGjwHU-00_01_08.534-00_01_20.246.mp4,i was able to talk with someone within the school who was willing to discuss the hire but only anonymously,00:01:08.534,00:01:20.246
AdDxgNZ7nC0-00_15_48.614-00_16_16.708.mp4,the first local news in south dakota reported that state governor kristi noem has finalized the sale of the south dakota school for the deaf and approved the program 's move to a former tcf bank building as a new location,00:15:48.614,00:16:16.708
AdDxgNZ7nC0-00_16_29.355-00_16_40.765.mp4,the move to the former bank building is expected to happen in the next six months after renovations,00:16:29.355,00:16:40.765
JubapwGjwHU-00_00_52.753-00_01_04.397.mp4,"he was supposed to lead wvsdb on august 12 and would have earned a 124,000 salary",00:00:52.753,00:01:04.397
JubapwGjwHU-00_00_50.584-00_00_52.753.mp4,he was appointed but he 's out,00:00:50.584,00:00:52.753
JubapwGjwHU-00_00_40.140-00_00_50.584.mp4,he was a superintendent of webster county's school system and has experience as a special education director,00:00:40.140,00:00:50.584
JubapwGjwHU-00_00_31.097-00_00_40.140.mp4,his name is scott cochran and according to local news he does not know sign language,00:00:31.097,00:00:40.140
JubapwGjwHU-00_00_00.434-00_00_31.097.mp4,the west virginia state board of education chose a hearing white man who has never worked with deaf children or blind children to be the next superintendent of the west virginia schools for the deaf and the blind in romney on friday but the person backed out of the job today,00:00:00.434,00:00:31.097
AdDxgNZ7nC0-00_19_01.707-00_19_03.741.mp4,captions by www.aslcaptions.com,00:19:01.707,00:19:03.741
AdDxgNZ7nC0-00_18_58.881-00_19_01.707.mp4,see you tomorrow and stay with the light,00:18:58.881,00:19:01.707
AdDxgNZ7nC0-00_18_57.402-00_18_58.881.mp4,that is all for today,00:18:57.402,00:18:58.881
AdDxgNZ7nC0-00_18_43.321-00_18_54.900.mp4,it is a nice way to see the countries sign names learn is and keep updated on the matches,00:18:43.321,00:18:54.900
AdDxgNZ7nC0-00_16_25.378-00_16_29.355.mp4,noem went forward with the change,00:16:25.378,00:16:29.355
AdDxgNZ7nC0-00_18_33.511-00_18_43.321.mp4,they are natasha ruf and pavel rodionov,00:18:33.511,00:18:43.321
AdDxgNZ7nC0-00_18_03.082-00_18_22.101.mp4,the third news a person named audrey notified the daily moth that fifa provides daily recaps of the women's world cup in international sign,00:18:03.082,00:18:22.101
AdDxgNZ7nC0-00_17_58.009-00_18_03.082.mp4,if we do we will add it in the comments,00:17:58.009,00:18:03.082
AdDxgNZ7nC0-00_17_52.805-00_17_58.009.mp4,we tried to reach out to them but did not get an immediate response,00:17:52.805,00:17:58.009
AdDxgNZ7nC0-00_17_43.796-00_17_52.805.mp4,it is not clear which vrs service it was but it appears to be zvrs or purple,00:17:43.796,00:17:52.805
AdDxgNZ7nC0-00_17_37.522-00_17_43.796.mp4,he confirmed it was him and said he has already apologized to the vrs service,00:17:37.522,00:17:43.796
AdDxgNZ7nC0-00_17_25.309-00_17_37.522.mp4,i was able to identify the deaf male through some news tips from moth viewers and reached out him on facebook,00:17:25.309,00:17:37.522
AdDxgNZ7nC0-00_17_18.069-00_17_25.309.mp4,the interpreter turns her head away for more than 10 seconds then the video cuts out,00:17:18.069,00:17:25.309
AdDxgNZ7nC0-00_16_55.581-00_17_18.069.mp4,the second news last week multiple people sent the daily moth a video recording of a male deaf vrs user exposing his bare buttocks towards a female interpreter during a call,00:16:55.581,00:17:18.069
AdDxgNZ7nC0-00_16_40.765-00_16_55.581.mp4,the sioux falls ministry center agreed to pay $6.9 million for the sdsd campus,00:16:40.765,00:16:55.581
AdDxgNZ7nC0-00_18_22.101-00_18_33.511.mp4,sure enough there are at least two people giving is recaps on fifa 's youtube channel,00:18:22.101,00:18:33.511
nsmzFUmvA_Q-00_00_39.747-00_00_43.417.mp4,he admitted that the relationship was a mistake,00:00:39.747,00:00:43.417
tI2WCkbd9L8-00_00_14.473-00_00_25.567.mp4,a total of 6.6 million people filed for unemployment insurance last week,00:00:14.473,00:00:25.567
tI2WCkbd9L8-00_00_06.548-00_00_09.718.mp4,"it is thursday, april 2",00:00:06.548,00:00:09.718
nsmzFUmvA_Q-00_15_53.326-00_15_58.624.mp4,the three of us had an interpreter there too and the interpreter walked to the right of the judges,00:15:53.326,00:15:58.624
nsmzFUmvA_Q-00_15_46.361-00_15_53.326.mp4,they put on this serious face with their hands at rest like this while being introduced to us,00:15:46.361,00:15:53.326
nsmzFUmvA_Q-00_15_41.023-00_15_46.361.mp4,when i finally stopped walking i locked eyes with all the sharks,00:15:41.023,00:15:46.361
nsmzFUmvA_Q-00_15_36.601-00_15_41.023.mp4,especially with all the staff running the camera and lights everywhere it was really overwhelming for me,00:15:36.601,00:15:41.023
nsmzFUmvA_Q-00_15_28.177-00_15_36.601.mp4,it was like i had come to haunt these people with the smile i put on my face as i levitated towards them,00:15:28.177,00:15:36.601
nsmzFUmvA_Q-00_15_23.422-00_15_28.177.mp4,it was almost like i was floating towards the judges,00:15:23.422,00:15:28.177
nsmzFUmvA_Q-00_15_17.332-00_15_23.422.mp4,i could n't even feel my legs moving as i walked out,00:15:17.332,00:15:23.422
nsmzFUmvA_Q-00_15_13.787-00_15_17.332.mp4,i was getting really nervous then the doors finally opened,00:15:13.787,00:15:17.332
